NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00871819,Optimized Programming in Spinal Cord Stimulation (SCS) System,Completed,No Results Available,Neuropathic Pain|Pain,Device: Precision Spinal Cord Stimulation,Boston Scientific Corporation,Both,Adult|Senior,Phase IV,20,Industry,Interventional,"Control: Dose Comparison|Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Supportive Care",A2008,3/27/2009,01/03/2009,01/09/2009,12/17/2009,01/12/2009,OP,01/08/2009,Correlation between dorsal root paresthesia at maximum-comfortable stimulation level and anode-cathode separation distance|Location of dorsal root paresthesia under multipolar stimulation vs. traditional contact combinations,http://ClinicalTrials.gov/show/NCT00871819,United States,0,NA,1,NA
NCT00871936,A Comparison of SLx-4090 in Combination With Metformin Versus Metformin Therapy Alone in Patients With Type 2 Diabetes,Completed,No Results Available,Type 2 Diabetes,Drug: SLx-4090|Other: Placebo,Surface Logix,Both,Adult|Senior,Phase II,82,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",SLx-4090-09-07,3/26/2009,01/04/2009,01/10/2009,12/14/2009,01/08/2009,,01/10/2009,Reduction in HbA1c|Adverse Events,http://ClinicalTrials.gov/show/NCT00871936,United States,1,0,2,NA
NCT00871988,Nasolabial Fold Filler Study for People of Color,Completed,No Results Available,Bilateral Wrinkles in the Nasolabial Area,Drug: EVOLENCE,DeNova Research|Johnson & Johnson,Both,Adult|Senior,Phase IV,30,Other|Industry,Interventional,Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,DP101-US-04,3/27/2009,01/11/2008,01/11/2009,10/19/2010,01/10/2010,,01/11/2009,"To assess the safety EVOLENCE?Û in subjects with Fitzpatrick Skin Color Types IV, V, and VI seeking correction of facial wrinkles in accordance with the approved device labeling including for example correction of the nasolabial wrinkle /folds.|To assess the device effectiveness in skin types IV, V, and VI",http://ClinicalTrials.gov/show/NCT00871988,United States,1,0,1,NA
NCT00872534,Endoscopic Evaluation of Upper Gastrointestinal (GI) Mucosal Damage Induced by PL-2200 Versus Aspirin in Healthy Volunteers,Completed,No Results Available,Upper Gastrointestinal Mucosal Damage,Drug: acetylsalicylic acid,PLx Pharma,Both,Adult|Senior,Phase I|Phase II,164,Industry,Interventional,Allocation: Randomized|Control: Active Control|Intervention Model: Parallel Assignment|Masking: Single Blind (Investigator)|Primary Purpose: Prevention,PL-ASA-002,03/10/2009,01/01/2009,01/07/2009,7/28/2009,01/05/2009,,01/07/2009,Incidence of subjects with gastroduodenal erosions and ulcers.|Incidence of subjects with ulcers (ulcers 3mm or greater in length with unequivocal depth).|Mean number of erosions in the duodenum and stomach.,http://ClinicalTrials.gov/show/NCT00872534,United States,1,0,1,NA
NCT00872885,Bunionectomy Trial With GRT6005,Completed,No Results Available,Post Operative Pain,Drug: GRT6005|Drug: Morphine|Drug: Placebo,Gr??nenthal GmbH,Both,Adult|Senior,Phase II,258,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",425965,3/24/2009,01/03/2009,01/10/2009,6/21/2010,01/06/2010,,01/08/2009,Sum of pain intensity 2-10 hours after Investigational medicinal product intake. Pain assessments|Amount of rescue medication|Adverse events|Time to first rescue medication|Patient Global Impression of Change,http://ClinicalTrials.gov/show/NCT00872885,United States,1,0,3,NA
NCT00874094,Pilot Evaluation of Platelet Rich Fibrin Matrix (PRFM) for the Correction of Nasolabial Folds,Completed,No Results Available,Nasolabial Folds,Biological: Autologous platelet rich fibrin matrix,The New York Eye & Ear Infirmary,Female,Adult|Senior,Phase I|Phase II,15,Other,Interventional,Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,8.01,04/01/2009,01/04/2008,01/07/2009,08/10/2009,01/06/2009,,01/06/2009,Improvement in nasolabial folds (laugh lines) from pre-treatment.,http://ClinicalTrials.gov/show/NCT00874094,United States,0,NA,1,NA
NCT00877799,Study to Evaluate Analgesic Effect of Intravenous Administration of Kappa Agonist CR845 After Hysterectomy Surgery,Completed,No Results Available,Acute Pain|Post-operative Pain,Drug: CR845,"Cara Therapeutics, Inc.",Female,Adult,Phase II,114,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",CR845-CLIN2001,04/06/2009,01/03/2009,01/01/2010,4/16/2010,01/04/2010,,01/12/2009,"Analgesic efficacy measured by patient's self reported pain level at rest after surgery (after single dose administration).|Time to onset of analgesic efficacy|Time specific and total level of pain relief|Duration of analgesia|Time specific pain intensity difference from baseline and total level of pain relief|Time and requirement for rescue medication including survival curve of patients requesting rescue medication|Patient satisfaction with study medication with the patient Global evaluation scale|Vital signs, clinical laboratory parameters, ECG|Incidence of adverse events (AEs)|Sedation as measured by Ramsay sedation scale|Anti-inflammatory effects (measured by quantification of serum TNF alpha and serum IL-6",http://ClinicalTrials.gov/show/NCT00877799,United States,1,0,1,NA
NCT00879034,"A Study of Zoledronic Acid, Pravastatin, and Lonafarnib for Patients With Progeria",Completed,No Results Available,Progeria,Drug: Lonafarnib|Drug: Zoledronic Acid|Drug: Pravastatin,Children's Hospital Boston|Dana-Farber Cancer Institute|Brigham and Women's Hospital|Schering-Plough,Both,Child|Adult|Senior,Phase II,5,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,09/02/1974,04/08/2009,01/03/2009,01/04/2009,4/20/2010,01/04/2010,,01/04/2009,"The primary objective of this study is to evaluate the feasibility of administering intravenous zoledronic acid, oral pravastatin and oral lonafarnib, to patients with Progeria for a minimum of 4 weeks|To describe any acute and chronic toxicities associated with treating progeria patients with the combination of zoledronic acid, pravastatin and lonafarnib|To investigate which clinical and laboratory studies are needed to monitor or alter therapy to prevent unacceptable toxicity|To assess the pharmacokinetics of lonafarnib in patients with progeria.|To assay for the inhibition of HDJ-2 farnesylation in Peripheral Blood Leukocytes (PBL)|To obtain baseline clinical and laboratory data so that longer-term measures of efficacy will be achievable if treatment continues beyond the 4-week feasibility study period.",http://ClinicalTrials.gov/show/NCT00879034,United States,1,0,3,NA
NCT00880100,Use of Ultrase MT12 in Young Cystic Fibrosis Children,Completed,No Results Available,Cystic Fibrosis|Pancreatic Insufficiency,Drug: Pancrelipase,Axcan Pharma,Both,Child,Phase III,54,Industry,Interventional,Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment,UMT12CF08-01,04/09/2009,01/04/2009,01/11/2009,05/12/2010,01/05/2010,,01/11/2009,"Proportion of subjects with control of steatorrhea under Ultrase MT12.|Stool frequency,consistency and characteristics under Ultrase MT12. Abdominal complaints under Ultrase MT12. Tolerability of Ultrase MT12.",http://ClinicalTrials.gov/show/NCT00880100,United States,1,0,1,NA
NCT00881868,Clobetasol Propionate Spray Versus Vehicle Spray for the Management of Moderate to Severe Plaque Psoriasis of the Scalp,Completed,Has Results,Scalp Psoriasis,Drug: clobetasol propionate spray 0.05%|Drug: Vehicle spray,"Galderma Laboratories, L.P.",Both,Adult|Senior,Phase IV,81,Industry,Interventional,"Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",US10118,4/13/2009,01/04/2009,01/12/2009,01/07/2011,01/01/2011,,01/12/2009,"Number of Participants Who Were a Success or Failure Based on the Global Severity Score (GSS) of Scalp Psoriasis From Baseline to End of Treatment (Week 4 or Week 2 if Clear)|Number of Participants in Each Category of the Scalp Psoriasis Individual Sign Scores (Scaling, Erythema and Plaque Elevation) at Baseline and Week 4|Number of Participants in Each Category of the Extent of Scalp Involvement Index at Baseline and Week 4|Number of Participants in Each Category of Pruritus at Baseline and Week 4",http://ClinicalTrials.gov/show/NCT00881868,United States,1,1,2,1
NCT00882557,A Study to Evaluate Daptomycin Given During Dialysis and After Dialysis,Completed,No Results Available,End-Stage Renal Disease|Hemodialysis,Drug: daptomycin|Drug: daptomycin,Cubist Pharmaceuticals,Both,Adult|Senior,Phase IV,12,Industry,Interventional,Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment,DAP-RENID-08-06,4/15/2009,01/05/2009,01/07/2009,9/20/2010,01/09/2010,,01/07/2009,"Pharmacokinetic evaluation|Incidence of AEs, deaths, premature discontinuation due to an AE, clinical lab data, ECG results, Physical Exam Findings, and Concomitant medications and procedures.",http://ClinicalTrials.gov/show/NCT00882557,United States,1,1,2,1
NCT00882687,Efficacy Study to Evaluate the Effectiveness of 3 Concentrations of SAR 1118 in Allergic Conjunctivitis,Completed,No Results Available,Allergic Conjunctivitis,Drug: SAR 1118|Other: Placebo,SARcode Corporation,Both,Adult|Senior,Phase II,60,Industry,Interventional,"Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",1118-ACJ-100,4/15/2009,01/04/2009,01/05/2009,05/12/2009,01/05/2009,,01/05/2009,Ocular itching and conjunctival redness at defined timepoints.|Safety and tolerability in subjects with allergic conjunctivitis.,http://ClinicalTrials.gov/show/NCT00882687,United States,1,0,2,NA
NCT00883168,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,No Results Available,Seasonal Allergic Rhinitis,Drug: Placebo|Drug: azelastine hydrochloride|Drug: fluticasone propionate|Drug: azelastine hydrochloride/fluticasone propionate formulated product,Meda Pharmaceuticals,Both,Child|Adult|Senior,Phase III,1800,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",MP4006,4/16/2009,01/04/2009,01/07/2009,11/25/2009,01/11/2009,,01/07/2009,Change from baseline in 12 hour Reflective Total Nasal Symptom Score|Change from baseline in 12 hour Instantaneous Total Nasal Symptom Score|Onset of action|Change from baseline in Rhinoconjunctivitis Quality of Life Questionnaire (RQLQ)|Nasal Examinations,http://ClinicalTrials.gov/show/NCT00883168,United States,1,1,4,1
NCT00883311,A Study of BRT-FC-83C for the Treatment of Atopic Dermatitis,Completed,No Results Available,Atopic Dermatitis,Device: BRT-FC-83C,"Biomed Research & Technologies, Inc.",Both,Adult,Phase II,32,Industry,Interventional,Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,BRT-C09-C017,4/15/2009,01/01/2009,01/07/2009,8/29/2010,01/08/2010,,01/07/2009,Change in mean Atopic Dermatitis Severity Index (ADSI) in lesional skin at target site|Change in mean Trans Epidermal Water Loss (TEWL) in lesional skin at target site|Change in mean corneometer measurement in lesional skin at target site|Self assessment of efficacy of BRT-FC-83C on signs and symptoms of atopic dermatitis|Change in Investigator's Global Assessment (IGA) in lesional skin at target site,http://ClinicalTrials.gov/show/NCT00883311,United States,0,NA,1,NA
NCT00884234,Safety and Efficacy Study of RT001 to Treat Moderate to Severe Lateral Canthal Lines,Completed,No Results Available,Lateral Canthal Lines,Other: Vehicle Control|Drug: RT001 (Botulinum Toxin Type A Topical Gel),"Revance Therapeutics, Inc.",Both,Adult,Phase II,30,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",RT001-CL011LCL,4/17/2009,01/02/2009,01/06/2009,9/23/2010,01/09/2010,,01/04/2009,The number of subjects classified as exhibiting improvement via the Investigator Global Assessment from Baseline (Day 0) to End of Study (Week 6).|Incidence of treatment emergent AEs.,http://ClinicalTrials.gov/show/NCT00884234,United States,1,0,2,NA
NCT00884377,Local Heat Therapy Versus Sodium Stibogluconate for the Treatment of Cutaneous Leishmaniasis,Completed,No Results Available,Cutaneous Leishmaniasis,Drug: Sodium stibogluconate (Pentostam)|Device: ThermoMed,U.S. Army Medical Research and Materiel Command|Walter Reed Army Medical Center,Both,Adult,Phase II,60,U.S. Fed,Interventional,Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,A-12364,4/17/2009,01/02/2004,01/03/2009,4/17/2009,01/04/2009,,01/01/2009,"The primary objective is to assess if local heat treatment with the ThermoMed device is equivalent in efficacy to 10 days of parenteral sodium stibogluconate|Determine efficacy of heat vs SSG for all lesions at 12 mos after treatment start.|Compare the toxicity profiles of heat versus parenteral SSG therapy|Evaluate the immune response to leishmania before, and on day 10 and 6 months following treatment|Establish the feasibility of a L. major species specific polymerase chain reaction as a rapid diagnostic device in the context of a treatment trial.",http://ClinicalTrials.gov/show/NCT00884377,United States,1,0,2,NA
NCT00888069,Pharmacokinetics and Safety Pilot Study of Single-Dose Oral and Intravenous CTAP101 in Stage 3 and 4 Chronic Kidney Disease Subjects,Completed,No Results Available,Chronic Kidney Disease|Secondary Hyperparathyroidism|Chronic Renal Insufficiency|Chronic Renal Failure,Drug: CTAP101|Drug: CTAP101|Drug: CTAP101,Cytochroma Inc.,Both,Adult|Senior,Phase I|Phase II,92,Industry,Interventional,Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,CTAP101-CL-2004,4/23/2009,01/05/2009,01/12/2009,2/24/2010,01/02/2010,,01/11/2009,To assess the PK and bioavailability of CTAP101 in Stage 3 and 4 CKD subjects with vitamin D insufficiency and SHPT|To assess the safety and tolerability of CTAP101 capsules and injection|To assess the pharmacodynamics of single dose CTAP101 in Stage 3 and Stage 4 CKD subjects with vitamin D insufficiency and SHPT.,http://ClinicalTrials.gov/show/NCT00888069,United States,1,0,3,NA
NCT00888459,A Pilot Study Evaluating Nicotine Lozenges and Self Help,Completed,Has Results,Smokeless Tobacco Use,Drug: nicotine replacement therapy|Drug: placebo NRT,Mayo Clinic|Oregon Research Institute,Male,Adult|Senior,Phase II,60,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",07-008574|CA121165,4/24/2009,01/04/2008,01/05/2009,11/29/2010,01/11/2010,,01/04/2009,Number of Participants With Tobacco Abstinence,http://ClinicalTrials.gov/show/NCT00888459,United States,1,1,2,0
NCT00888914,Safety and Efficacy Study of RT001 to Treat Moderate to Severe Lateral Canthal Lines,Completed,No Results Available,Lateral Canthal Lines|Crow's Feet|Facial Wrinkles,Drug: RT001|Drug: RT001|Drug: RT001|Drug: RT001|Other: Vehicle Comparator,"Revance Therapeutics, Inc.",Both,Adult,Phase II,60,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",RT001-CL006LCL,4/24/2009,01/11/2008,01/02/2009,9/28/2010,01/09/2010,,01/01/2009,The number of subjects classified as exhibiting improvement via the Investigator Global Assessment at Smile from Baseline (Day 0) to End of Study (Day 28)|The number of subjects classified as exhibiting improvement via the Investigator Global Assessment at Rest from Baseline (Day 0) to End of Study (Day 28)|Incidence of treatment-emergent AEs,http://ClinicalTrials.gov/show/NCT00888914,United States,1,0,5,NA
NCT00888940,Outcomes and Safety Trial Investigating Ecallantide's Effect on Reducing Surgical Blood Loss Volume in Subjects at High Risk of Bleeding Exposed to Cardio-pulmonary Bypass During Cardiac Surgery,Completed,Has Results,"Bloodloss|Surgical Procedures, Operative",Drug: Ecallantide|Drug: Cyklokapron(R),Cubist Pharmaceuticals,Both,Adult|Senior,Phase II,243,Industry,Interventional,"Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",ECAL-CCPB-08-07,4/26/2009,01/06/2009,01/01/2010,12/14/2010,01/12/2010,CONSERV-2,01/12/2009,Cumulative Volume of Packed Red Blood Cells Transfused|Treatment-emergent Adverse Events.,http://ClinicalTrials.gov/show/NCT00888940,"United States, &nbsp; Germany, &nbsp; Poland",1,1,2,1
NCT00889252,"Safety Study of a Contact Lens With Ketotifen in Healthy, Normal Volunteers",Completed,Has Results,Allergic Conjunctivitis,Device: contact lens with ketotifen|Device: contact lens,Vistakon Pharmaceuticals,Both,Child|Adult|Senior,Phase III,250,Industry,Interventional,"Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",CR-4539,4/24/2009,01/04/2009,NA,10/26/2010,01/10/2010,,01/07/2009,"Lid and Lid Margin Erythema, Change From Baseline|Lid and Lid Margin Swelling, Change From Baseline|Conjunctival Redness, Change From Baseline|Conjunctival Chemosis, Change From Baseline|Corneal Edema, Change From Baseline|Corneal Erosion, Change From Baseline|Corneal Endothelial, Change From Baseline|Lens Pathology, Change From Baseline|Flare in Anterior Chamber, Change From Baseline|Cells in Anterior Chamber, Change From Baseline|Corneal Staining - Nasal, Change From Baseline|Corneal Staining - Temporal, Change From Baseline|Corneal Staining - Inferior, Change From Baseline|Corneal Staining - Superior, Change From Baseline|Corneal Staining - Central, Change From Baseline|Intraocular Pressure - Change From Baseline|Dilated Ophthalmoscopy - Fundus, Change From Baseline|Dilated Ophthalmoscopy - Vitreous, Change From Baseline|Visual Acuity Assessment",http://ClinicalTrials.gov/show/NCT00889252,United States,0,NA,2,NA
NCT00889330,A Study of an Anti-allergy Eye-drop,Completed,No Results Available,Allergic Conjunctivitis,Drug: alcaftadine|Drug: Placebo,Vistakon Pharmaceuticals,Both,Child|Adult|Senior,Phase III,60,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",09-003-05,4/24/2009,01/04/2009,NA,06/01/2010,01/06/2010,,01/05/2009,Ocular Itching|Conjunctival Redness|ETDRS Visual Acuity|Slit Lamp Biomicroscopy|Undilated Fundoscopy|Ocular Symptoms|Nasal Symptoms,http://ClinicalTrials.gov/show/NCT00889330,United States,1,1,2,0
NCT00889473,Study of the Efficacy of AT1001 (Larazotide Acetate) to Treat Celiac Disease,Completed,No Results Available,Celiac Disease,Drug: Larazotide acetate (AT1001)|Drug: Placebo,Alba Therapeutics,Both,Adult|Senior,Phase II,42,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CLIN1001-006 Part B,4/27/2009,01/04/2009,01/04/2010,08/12/2010,01/01/2010,,01/11/2009,Response to gluten|Anti-transglutaminase,http://ClinicalTrials.gov/show/NCT00889473,"United States, &nbsp; Canada",1,0,2,NA
NCT00889642,Safety and Efficacy Study of an Iontophoretic Patch Containing Lidocaine and Epinephrine for Venipuncture in Healthy Adult Volunteers,Completed,No Results Available,Local Anesthesia,Device: Iontophoretic Drug Delivery System with Lidocaine/Epinephrine|Device: Iontophoretic Drug Delivery System with Epinephrine,Dharma Therapeutics Inc.,Both,Adult|Senior,Phase II,90,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",Dharma-NSCO3,4/27/2009,01/05/2009,01/06/2009,6/22/2009,01/06/2009,,01/05/2009,Following the iontophoresis treatment an IV will be inserted into the treatment area and the amount of pain will be assessed using the median visual analog pain scale (VAS).|Monitor the nature and frequency of adverse events associated with the iontophoretic device through observation during treatment.|Determining the duration of anesthesia through standard pin prick testing.,http://ClinicalTrials.gov/show/NCT00889642,United States,1,1,2,0
NCT00889915,Comparing the Effectiveness of New Versus Older Treatments for Attention Deficit Hyperactivity Disorder (The NOTA Study),Completed,No Results Available,Attention Deficit Disorder With Hyperactivity,Drug: Methylphenidate transdermal system|Drug: Lisdexamfetamine dimesylate|Drug: Osmotic-release oral system methylphenidate (OROS MPH)|Drug: Mixed amphetamine salts extended release,National Institute of Mental Health (NIMH),Both,Child,Phase IV,228,NIH,Interventional,Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,P30 MH066386-02|DSIR CTM 4571; Pro00014075,4/27/2009,01/04/2009,01/12/2009,02/05/2010,01/10/2009,,01/12/2009,Dichotomized Clinical Global Impression-Effectiveness (CGI-E) scale|Clinical Global Impressions-Improvement (CGI-I) scale|Clinical Global Improvements-Acceptability (CGI-A) scale,http://ClinicalTrials.gov/show/NCT00889915,United States,1,1,4,1
NCT00890682,Study of Postoperative Analgesia in Bunionectomy,Completed,No Results Available,Bunion|Hallux Valgus,Drug: SKY0402|Drug: NaCl,"Pacira Pharmaceuticals, Inc",Both,Adult|Senior,Phase III,193,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Outcomes Assessor)|Primary Purpose: Treatment",SKY0402C317,4/28/2009,01/04/2009,01/11/2009,8/31/2010,01/08/2010,,01/11/2009,The area under the curve (AUC0-24) of the numeric rating scale (NRS) pain intensity scores through 24 hours for subjects receiving SKY0402 vs. placebo,http://ClinicalTrials.gov/show/NCT00890682,United States,1,0,2,NA
NCT00890968,Safety and Efficacy Study of Triamcinolone Acetonide DuraPeel to Treat Hand Dermatitis,Completed,No Results Available,Hand Dermatoses,Drug: Triamcinolone Acetonide (TAC) DuraPeel|Drug: Placebo DuraPeel,ZARS Pharma Inc.,Both,Adult|Senior,Phase II,56,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",TAC-202,4/28/2009,01/04/2009,01/08/2009,11/16/2009,01/11/2009,TAC-202,01/06/2009,Response as assessed by Investigator Global Assessment (IGA)|Subject's Global Impression of Change (SGIC)|Individual Primary Parameters of Hand Dermatitis|Signs or symptoms of hand dermatitis|Subject's self-assessment of overall hand disease|Study medication assessment,http://ClinicalTrials.gov/show/NCT00890968,United States,1,0,2,NA
NCT00891462,Efficacy and Safety of Aclidinium Bromide for Treatment of Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),Completed,No Results Available,Chronic Obstructive Pulmonary Disease,Drug: Aclidinium bromide|Drug: Aclidinium bromide|Drug: Placebo,"Forest Laboratories|Almirall, S.A.",Both,Adult|Senior,Phase III,561,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",LAS-MD-33|ACCORD COPD I,4/30/2009,01/04/2009,01/11/2009,2/23/2010,01/02/2010,,01/11/2009,Morning Pre-dose Forced Expiratory Volume in 1 Second|Peak Forced Expiratory Volume in 1 Second,http://ClinicalTrials.gov/show/NCT00891462,"United States, &nbsp; Canada",1,0,3,NA
NCT00891683,Safety and Efficacy of AEG33773 Versus Placebo in Patients With Painful Diabetic Peripheral Neuropathy,Completed,No Results Available,Diabetic Peripheral Neuropathy|Chronic Pain,Drug: AEG33773 oral dosing,Aegera Therapeutics,Both,Adult|Senior,Phase II,128,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",AEG33773-201,4/30/2009,01/03/2009,01/02/2010,5/28/2010,01/05/2010,,01/12/2009,To evaluate the potential efficacy of AEG33773 in reducing chronic pain due to DPN|To evaluate a range of AEG33773 doses that provide efficacy|To determine a minimally effective dose of AEG33773|To determine a maximally tolerated dose of AEG33773|To evaluate the safety and tolerability of AEG33773|To explore AEG33773-dependent pharmacodynamic (PD) effects in blood of patients,http://ClinicalTrials.gov/show/NCT00891683,"United States, &nbsp; Bulgaria, &nbsp; Canada, &nbsp; Romania",1,0,1,NA
NCT00891774,Post Market Safety Study and Effectiveness With Evolence in Subjects With Skin Color Types IV-VI,Completed,No Results Available,Non Therapeutic Body Modification,Device: EVOLENCE?Û,Johnson & Johnson Consumer & Personal Products Worldwide,Both,Adult|Senior,Phase IV,172,Industry,Interventional,Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,DP101 US-04,4/30/2009,01/12/2008,01/11/2009,12/31/2009,01/12/2009,,01/11/2009,"Local and systemic adverse events, including pigmentation changes and keloid formation|Reduction in wrinkle severity score|Investigator's satisfaction of the overall treatment|Subject's satisfaction of the overall treatment",http://ClinicalTrials.gov/show/NCT00891774,United States,0,NA,1,NA
NCT00891982,A Clinical Study to Evaluate the Tolerability of a Topical Antibiotic and Retinoid Used in a Combined Regimen With a BPO Wash,Completed,No Results Available,Acne Vulgaris,Drug: CTGel|Drug: Soap Free Cleanser and CTGel,"Stiefel, a GSK Company",Both,Child|Adult,Phase III,61,Industry,Interventional,Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment,W0265-306,4/29/2009,01/04/2009,01/07/2009,9/13/2010,01/09/2010,,01/06/2009,Local tolerability - Skin Dryness|Local Tolerability - Skin scaling|Local tolerability - Erythema (redness)|Subject Assessment of Burning/Stinging and Itching,http://ClinicalTrials.gov/show/NCT00891982,United States,1,0,2,NA
