"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"75356",75356,"NCT00149890","Efficacy and Safety of Basiliximab, Ciclosporin/Ciclosporin Microemulsion, and Steroids in Pediatric de Novo Liver Transplant Recipients Avoiding Intraoperative Steroids","Completed","No Results Available","Liver Transplantation|Infection","Drug: Basiliximab|Drug: Ciclosporin/ciclosporin microemulsion","Novartis","Both","Child","Phase IV",71,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","CCHI621ADE04","September 6, 2005","01/03/2004",2009-02-01,"February 3, 2010","01/02/2010","",2009-02-01,"Incidence of at least one biopsy proven acute rejection episode, graft loss or death within the first three months post-transplantation|Incidence of biopsy proven acute rejection episodes within the first three months|Incidence of steroid resistant rejection episodes within three and six months|Death or graft loss (defined as being listed for a retransplantation) within three and six months after transplantation|Incidence of bacterial, viral and fungal infections during six months|Time of onset of a first biopsy proven acute rejection","http://ClinicalTrials.gov/show/NCT00149890",NA
"75394",75394,"NCT00209690","Phase I/II Study of TPF as First-line Chemotherapy in Patients With Metastatic Esophageal Cancer.","Completed","No Results Available","Esophageal Cancer","Drug: Taxotere|Drug: 5-FU|Drug: Briplatin","Hokkaido Gastrointestinal Cancer Study Group|Hokkaido University Hospital","Both","Adult|Senior","Phase I|Phase II",30,"Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","HGCSG0305-1|TPF","September 13, 2005","01/10/2003",2010-04-01,"May 24, 2010","01/05/2010","",2009-12-01,"Determine the DLT(Dose Limiting Toxicity) and MTD(Maximum Tolerated Dose) in Phase I setting. Determine the clinical response rate with Recommended dose in Phase II setting.|Determine the MST(Median Survival Time) and PFS(Progression Free Survival) in Phase II setting.","http://ClinicalTrials.gov/show/NCT00209690",NA
"75520",75520,"NCT00403390","Generic vs. Name-Brand Levothyroxine","Completed","No Results Available","Congenital Hypothyroidism|Hypothyroidism","Drug: Levothyroxine versus Levothyroxine","Children's Hospital Boston","Both","Child|Adult","Phase III",34,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Bio-equivalence Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment","05-11-146","November 21, 2006","01/11/2006",2010-03-01,"December 2, 2010","01/12/2010","",2009-12-01,"Thyroid Stimulating Hormone Measure","http://ClinicalTrials.gov/show/NCT00403390",NA
"75538",75538,"NCT00425490","Effect of Januvia on Beta Cell Function in Patients With Diabetes Mellitus","Completed","No Results Available","Diabetes Mellitus Type 2","Drug: sitagliptin","Sheba Medical Center","Both","Adult","Phase III",30,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double-Blind|Primary Purpose: Treatment","SHEBA-06-4373-OC-CTIL","January 22, 2007","01/01/2007",2009-07-01,"September 22, 2009","01/09/2009","",2009-07-01,"FPG,|HbA1c,|??-cell Function Parameters(??s, ??d, ??b, ??, ??ob, T), Insulin Secretion Rate (determined from C-peptide deconvolution), 1st and 2nd phase insulin secretion, Insulin response after arginine injection, Insulin sensitivity index, glucose, insulin,|C-peptide total and incremental area under the curve.","http://ClinicalTrials.gov/show/NCT00425490",NA
"75550",75550,"NCT00443690","Placebo-Controlled Randomized Study of KW-3902 for Subjects Hospitalized With Worsening Renal Function and Heart Failure Requiring IV Therapy","Completed","No Results Available","Heart Failure, Congestive","Drug: rolofylline|Drug: Comparator: Placebo (unspecified)","NovaCardia, Inc.|Merck","Both","Adult|Senior","Phase III",480,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CKI-303|2007_805|MK7418-303","March 2, 2007","01/08/2007",2009-01-01,"February 19, 2009","01/02/2009","REACH UP",2009-01-01,"Effect on heart failure signs and symptoms|Effect on renal function","http://ClinicalTrials.gov/show/NCT00443690",NA
"75643",75643,"NCT00585390","Omega-3 Fatty Acid Deficiency Replacement in Early Schizophrenia","Completed","No Results Available","Schizophrenia, Fatty Acid, Deficiency","Dietary Supplement: Omega-3 Fatty Acids|Other: Olive oil placebo","University of Cincinnati","Both","Child|Adult","Phase II|Phase III",80,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","Richtand #1","December 28, 2007","01/01/2008",2009-11-01,"April 2, 2010","01/04/2010","",2009-11-01,"Determine positive symptom treatment response in omega-3 fatty acid deficient first-episode schizophrenia patients augmented with omega-3 fatty acid supplementation vs. placebo.|Determine negative and cognitive symptom treatment response in omega-3 fatty acid deficient first-episode schizophrenia patients augmented with omega-3 supplementation vs. placebo.","http://ClinicalTrials.gov/show/NCT00585390",NA
"75645",75645,"NCT00590590","Safety and Efficacy of Two Vaginal Products Versus Placebo in Patients With Vaginal Discomfort","Completed","No Results Available","Vulvodynia","Drug: Lidocaine/Diphenhydramine|Drug: lidocaine|Drug: placebo","KV Pharmaceutical Company","Female","Adult","Phase II",140,"Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","LDC-201-601-669020","December 26, 2007","01/10/2007",2009-07-01,"July 21, 2009","01/07/2009","",2009-06-01,"The primary outcome measure of the study will be measurement of a woman's ability to have vaginal intercourse.|Important secondary outcome measures include change in discomfort.","http://ClinicalTrials.gov/show/NCT00590590",NA
"75653",75653,"NCT00452790","Study Evaluating 13-valent Pneumococcal Conjugate Vaccine in Healthy Infants in India","Completed","Has Results","Pneumococcal Infections","Biological: 13-valent Pneumococcal Conjugate Vaccine|Biological: 7 valent pneumococcal conjugate vaccine","Wyeth","Both","Child","Phase III",708,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","6096A1-011","March 23, 2007","01/06/2007",2010-02-01,"October 13, 2010","01/10/2010","",2009-10-01,"Percentage of Participants Achieving a Predefined Antibody Level of Greater Than or Equal to 0.35 Micrograms (Mcg)/mL, 1 Month After the Infant Series.|Percentage of Participants Achieving a Predefined Antibody Level for Concomitant Vaccine Pertussis Antigens (Pertussis Toxoid [PT], Filamentous Hemagglutinin [FHA], Pertactin [PRN]), 1 Month After the Infant Series.|Percentage of Participants Achieving a Predefined Antibody Level of Greater Than or Equal to 0.35 Mcg/mL, 1 Month After the Toddler Dose.","http://ClinicalTrials.gov/show/NCT00452790",NA
"75668",75668,"NCT00620490","Paravertebral Analgesia Associated With Intravenous Morphine PCA After Thoracotomy","Completed","No Results Available","Pain","Drug: ropivacaine|Other: nacl 0,9%","University Hospital, Strasbourg, France","Both","Adult|Senior","Phase III",60,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Prevention","4068","February 7, 2008","01/03/2008",2009-03-01,"June 25, 2010","01/03/2008","",2009-02-01,"Pain|?? Total dosis of morphine consumption, side effects nausea, vomiting,pruritus,Urinary retention, respiratory rate and sedation, ?? heart rate, blood pressure and peripheral saturation","http://ClinicalTrials.gov/show/NCT00620490",NA
"75688",75688,"NCT00656890","A Study of MDX-1100 in Subjects With Active Ulcerative Colitis","Completed","No Results Available","Ulcerative Colitis","Biological: sterile saline for injection|Biological: MDX-1100","Bristol-Myers Squibb","Both","Adult|Senior","Phase II",110,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","MDX1100-06|IM129-004","April 4, 2008","01/04/2008",2009-09-01,"April 22, 2010","01/04/2010","MDX1100-06",2009-09-01,"Change in Mayo score at Day 57 compared with Screening|the remission rate","http://ClinicalTrials.gov/show/NCT00656890",NA
"75695",75695,"NCT00672490","Quetiapine Fumarate (Seroquel) as Mono-Therapy or Adjunct to Lithium in the Treatment of Patients With Acute Mania in Bipolar Disorder","Completed","No Results Available","Acute Mania in Bipolar Disorder","Drug: Quetiapine Fumarate|Drug: Lithium","AstraZeneca","Both","Adult","Phase IV",370,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","D1443L00023","May 2, 2008","01/04/2008",2009-07-01,"February 11, 2010","01/02/2010","MANIA",2009-07-01,"To compare the efficacy of quetiapine fumarate used as mono-therapy and adjunct therapy to lithium in the treatment of patient with acute mania in bipolar disorder by evaluation of change from baseline in the YMRS tot","http://ClinicalTrials.gov/show/NCT00672490",NA
"75707",75707,"NCT00690690","No Excuses/Sin Buscar Excusas Intervention to Reduce Latino Men's HIV Risks","Completed","No Results Available","HIV Infections","Behavioral: Video (group-delivered video-based intervention)|Behavioral: HCT","Centers for Disease Control and Prevention|Education Development Center, Inc.|Callen-Lorde Community Health Center|Hispanic AIDS Forum, Inc.","Male","Adult","Phase II|Phase III",370,"U.S. Fed|Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","CDC-NCHHSTP-5142","June 3, 2008","01/06/2008",2009-11-01,"March 8, 2010","01/03/2010","",2009-11-01,"Sexual risk behavior","http://ClinicalTrials.gov/show/NCT00690690",NA
"75715",75715,"NCT00699790","Proof of Confidence Study of CCR2 Antagonist (BMS-741672) in Insulin Resistance","Completed","No Results Available","Diabetes Mellitus, Type 2","Drug: CCR2 Antagonist|Drug: Placebo","Bristol-Myers Squibb","Both","Adult|Senior","Phase II",58,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","MB114-005","June 17, 2008","01/02/2009",2009-12-01,"January 6, 2011","01/06/2010","",2009-12-01,"Change in HbA1c|Other glycemic, atherosclerosis, lipid and mechanism-based biomarkers will be measured","http://ClinicalTrials.gov/show/NCT00699790",NA
"75717",75717,"NCT00704990","Combination Natural Health Product in Children With Attention Deficit/Hyperactivity Disorder (ADHD)","Completed","No Results Available","Attention Deficit Hyperactivity Disorder","Dietary Supplement: Zinc, Magnesium, Vitamin B6, Vitamin C (Compound Natural Health Product for ADHD)","The Canadian College of Naturopathic Medicine|University of Toronto|Centre for Addiction and Mental Health","Both","Child","Phase II|Phase III",28,"Other","Interventional","Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CCNM-083-ADHD","June 20, 2008","01/09/2008",2009-12-01,"December 13, 2010","01/12/2010","",2009-12-01,"Connors-3 Parent Rating Scale|Nutritional status of zinc and magnesium|Adverse events|SNAP-IV Parent ADHD questionnaire","http://ClinicalTrials.gov/show/NCT00704990",NA
"75720",75720,"NCT00686790","Efficacy of Peginterferon Alfa-2b in Previously Untreated Subjects With Chronic Hepatitis B and D Co-infection (Study P04603AM3)(COMPLETED)","Completed","Has Results","Hepatitis D, Chronic|Hepatitis B, Chronic","Biological: Peginterferon alfa-2b (PegIntron, SCH 54031)","Schering-Plough","Both","Adult","Phase III",68,"Industry","Interventional","Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","P04603","May 27, 2008","01/12/2005",2009-05-01,"December 21, 2010","01/12/2010","",2009-05-01,"Number of Participants With a Virological Response|Number of Participants With a Biochemical Response|Number of Participants With a Combined Response|Number of Participants With HBV Replication Response (HBV Response)|Number of Participants With a Liver Histology Response","http://ClinicalTrials.gov/show/NCT00686790",NA
"75727",75727,"NCT00701090","A Study to Test the Safety and Efficacy of Sitagliptin Compared to Glimepiride in Patients With Type 2 Diabetes on a Stable Dose of Metformin (0431-803)(COMPLETED)","Completed","Has Results","Type 2 Diabetes Mellitus, Non Insulin Dependent.|Diabetes Mellitus, Non-Insulin-Dependent","Drug: sitagliptin|Drug: Comparator: glimepiride|Drug: open-label metformin","Merck","Both","Adult|Senior","Phase III",1035,"Industry","Interventional","Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","MK-0431-803|2008_503","June 17, 2008","01/05/2008",2009-10-01,"December 17, 2010","01/12/2010","",2009-10-01,"Change From Baseline in HbA1c at Week 30|Change From Baseline in FPG (Fasting Plasma Glucose) at Week 30|Percent of Patients With at Least One Hypoglycemia Episode of Any Type at Week 30|Change From Baseline in Body Weight at Week 30|Percent of Patients With A1C <7.0% at Week 30|Percent of Patients With A1C <6.5% at Week 30","http://ClinicalTrials.gov/show/NCT00701090",NA
"75749",75749,"NCT00745290","A Phase 3 Study to Evaluate the Safety and Efficacy for Prolonged Postoperative Analgesia in Subjects Undergoing Total Knee Arthroplasty","Completed","No Results Available","Total Knee Arthroplasty|Postoperative Pain","Drug: Bupivacaine HCl|Drug: SKY0402","Pacira Pharmaceuticals, Inc","Both","Adult|Senior","Phase III",251,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","SIMPLE TKA 311","August 29, 2008","01/08/2008",2009-02-01,"August 27, 2010","01/08/2010","TKA",2009-01-01,"Area under the curve (AUC) of pain scores with activity, using the NRS-A|Total postoperative consumption with and without supplemental opioid pain medication","http://ClinicalTrials.gov/show/NCT00745290",NA
"75758",75758,"NCT00749190","BI 10773 add-on to Metformin in Patients With Type 2 Diabetes","Completed","No Results Available","Diabetes Mellitus, Type 2","Drug: BI 10773|Drug: placebo|Drug: sitagliptin","Boehringer Ingelheim Pharmaceuticals","Both","Adult|Senior","Phase II",495,"Industry","Interventional","Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment","1245.10|EudraCT 2008-000641-54","September 8, 2008","01/08/2008",NA,"November 24, 2009","01/11/2009","",2009-10-01,"The primary endpoint is the HbA1c change from baseline after 12 weeks of treatment.|Change in fasting plasma glucose Change in HbA1c over time The proportion of patients with HbA1c <=7.0%, HbA1c lowering >0.5% Change in fasting plasma insulin Change in HOMA indices Change in body weight Pharmacokinetics of BI 10773","http://ClinicalTrials.gov/show/NCT00749190",NA
"75759",75759,"NCT00766090","Safety and Efficacy of GW685698X an Inhaled Corticosteroid Once Daily and Twice Daily for the Treatment of Asthma","Completed","No Results Available","Asthma","Drug: GW685698X","GlaxoSmithKline","Both","Child|Adult|Senior","Phase II",190,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","112202","October 2, 2008","01/10/2008",2009-03-01,"February 5, 2010","01/02/2010","",2009-03-01,"safety and efficacy","http://ClinicalTrials.gov/show/NCT00766090",NA
"75814",75814,"NCT00764790","Immunogenicity and Safety of GSK Biologicals' Influenza Vaccine Versus a Licensed Comparator in Children.","Completed","Has Results","Influenza|Influenza Vaccines","Biological: Fluarix|Biological: Fluzone","GlaxoSmithKline","Both","Child","Phase III",3317,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Caregiver, Outcomes Assessor)|Primary Purpose: Prevention","111751","October 1, 2008","01/10/2008",2009-03-01,"November 24, 2010","01/11/2010","",2009-03-01,"Geometric Mean Titer (GMT) of Serum Anti-hemagglutinin (HA) Antibodies Against Each of the Influenza Vaccine Strains|Number of Subjects Who Seroconverted|Number of Seroprotected Subjects|Seroconversion Factor|Number of Subjects Reporting Solicited Local Symptoms|Number of Subjects Reporting Solicited General Symptoms|Number of Subjects Reporting Unsolicited Adverse Events (AE)|Number of Subjects Reporting Serious Adverse Events (SAE) and New Onset of Chronic Diseases (NOCD)|Number of Subjects Reporting Rare Serious Events","http://ClinicalTrials.gov/show/NCT00764790",NA
"75817",75817,"NCT00851890","A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of Multiple Doses of ABT-333 Alone and in Combination With Pegylated Interferon (pegIFN) and Ribavirin (RBV) in Subjects With Genotype 1 Chronic Hepatitis C Virus (HCV) Infection","Completed","No Results Available","HCV Infection","Drug: ABT-333|Drug: Placebo|Drug: peginterferon alfa-2a|Drug: Ribavirin","Abbott","Both","Adult|Senior","Phase II",30,"Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)","M10-380","February 24, 2009","01/04/2009",NA,"October 19, 2010","01/09/2010","",2009-07-01,"Analysis of pharmacokinetic variables and antiviral activity in treatment-na??ve HCV-infected subjects.|Analysis of safety measures including but not limited to tabulation of adverse events, physical exam, clinical lab results (include chemistry, hematology and urine) and vital signs.|Assess emergence of resistant virus in conjunction with kinetics of viral load decay and rebound in treatment-na??ve HCV-infected subjects.","http://ClinicalTrials.gov/show/NCT00851890",NA
"75822",75822,"NCT00867490","Safety and Efficacy of Aliskiren + Hydrochlorothiazide in Patients With Moderate Hypertension","Completed","No Results Available","Hypertension","Drug: Aliskiren /hydrochlorothiazide","Novartis","Both","Adult|Senior","Phase IV",123,"Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CSPH100ADE01","March 20, 2009","01/03/2009",NA,"June 2, 2010","01/06/2010","AMAZING",2009-08-01,"Mean diastolic blood pressure reduction|Mean systolic blood pressure reduction|Responder rate for blood pressure|Normalization rate for blood pressure|Safety and tolerability (e.g. AEs, laboratory, physical examinations)|Changes in heart rate","http://ClinicalTrials.gov/show/NCT00867490",NA
"75823",75823,"NCT00849290","Immunotherapy For Men With Objective Disease Progression On Protocol D9902 Part B (NCT00065442)","Completed","Has Results","Metastatic Androgen Independent Prostate Cancer","Biological: APC8015F","Dendreon","Male","Adult|Senior","Phase II",113,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","PB01","February 19, 2009","01/04/2004",2009-04-01,"October 8, 2010","01/10/2010","",2009-01-01,"Safety of APC8015F by Review of Reported Adverse Events|To Evaluate the Efficacy of APC8015F in Delaying Prostate Specific Antigen Doubling Time and on Overall Clinical Response","http://ClinicalTrials.gov/show/NCT00849290",NA
"75833",75833,"NCT00880490","Study to Evaluate the Safety and Efficacy of Inhaled PT005 in Patients With Chronic Obstructive Pulmonary Disease (COPD)","Completed","No Results Available","Chronic Obstructive Pulmonary Disease","Drug: Inhaled PT005|Drug: Inhaled PT005|Drug: Inhaled PT005|Drug: Inhaled placebo|Drug: Formoterol Fumarate 12 mcg (Foradil Aerolizer)","Pearl Therapeutics, Inc.","Both","Adult|Senior","Phase I|Phase II",34,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PT0050801","April 9, 2009","01/11/2008",2009-05-01,"October 11, 2010","01/10/2010","",2009-05-01,"Change in forced expiratory volume in one second (FEV1) area under the curve from 0 to 12 hours [AUC(0-12)] from test day baseline across the three doses of inhaled PT005 compared with placebo.|Time to onset of action (>10% improvement in FEV1 from baseline)|Peak FEV1|Trough FEV1|Peak inspiratory capacity (IC)|Peak expiratory flow rate (PEFR)|Forced vital capacity (FVC)","http://ClinicalTrials.gov/show/NCT00880490",NA
"75883",75883,"NCT00968890","Immunogenicity and Safety of Vaccine GSK2340272A (H1N1) and GSK Biologicals Fluarix?ºÑ Vaccine When Co-administered in Elderly","Completed","No Results Available","Influenza Infection","Biological: Placebo|Biological: Influenza vaccine GSK2340272A|Biological: Fluarix?ºÑ","GlaxoSmithKline","Both","Adult|Senior","Phase II",168,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","113525","August 27, 2009","01/09/2009",2009-11-01,"July 2, 2010","01/07/2010","",2009-11-01,"Humoral immune response in terms of vaccine Haemagglutination Inhibition (HI) antibodies|Humoral immune response in terms of vaccine HI antibodies on secondary read-outs|Solicited local and general symptoms|Unsolicited adverse events|Serious adverse events and adverse events of specific interest","http://ClinicalTrials.gov/show/NCT00968890",NA
"76052",76052,"NCT01231490","Acute Osteoarthritis Experimental Model Study.","Completed","No Results Available","Osteoarthritis","Drug: Placebo|Drug: Naproxen","GlaxoSmithKline","Both","Child|Adult|Senior","Phase II",53,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Investigator)","111293","October 28, 2010","01/09/2008",2009-03-01,"November 11, 2010","01/11/2010","",2009-01-01,"Change from baseline in the time to ascend and descend 11 stairs|Pain intensity difference as measured on numerical rating scales (NRS) after ascending and descending 11 stairs.|Change from baseline in the time to walk 20, 40 and 100m.|Pain intensity difference as measured on a numerical rating scales (NRS) after: 100m walk|Pain intensity difference as measured on a numerical rating scales (NRS) after: resting|Change from baseline in WOMAC scores|Patient Global Impression of Change (PGIC).","http://ClinicalTrials.gov/show/NCT01231490",NA
"76106",76106,"NCT00003691","Combination Chemotherapy With or Without G-CSF in Treating Patients With Stage III, Stage IV, or Recurrent Endometrial Cancer","Completed","No Results Available","Endometrial Cancer","Biological: filgrastim|Drug: cisplatin|Drug: doxorubicin hydrochloride|Drug: paclitaxel","Gynecologic Oncology Group|National Cancer Institute (NCI)","Female","Adult|Senior","Phase III",240,"Other|NIH","Interventional","Allocation: Randomized|Primary Purpose: Treatment","CDR0000066794|GOG-0177","November 1, 1999","01/12/1998",NA,"September 10, 2010","01/09/2010","",2009-01-01,"","http://ClinicalTrials.gov/show/NCT00003691",NA
"76317",76317,"NCT00317291","Acupuncture/Moxibustion for Peripheral Neuropathy in HIV","Completed","No Results Available","Peripheral Neuropathies|HIV Infections","Procedure: Acupuncture/Moxibustion","National Center for Complementary and Alternative Medicine (NCCAM)","Both","Adult|Senior","Phase II",50,"NIH","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","R21 AT003092|AAAB4122","April 20, 2006","01/11/2005",2009-01-01,"September 16, 2009","01/09/2009","",2009-01-01,"Symptom diary|Gracely Pain Scale|Subjective Peripheral Neuropathy Scale|Clinical Global Impression Scale|Neurological Assessment Form","http://ClinicalTrials.gov/show/NCT00317291",NA
"76319",76319,"NCT00318591","Comparative Study of Intermittent Catheters and Occurrence of Urinary Tract Infections","Completed","No Results Available","Urinary Tract Infections","Device: Intermittent catheter|Device: intermittent catheter","Coloplast A/S","Both","Adult|Senior","Phase IV",226,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","DK046CC","April 26, 2006","01/04/2006",2009-10-01,"January 19, 2010","01/01/2010","",2009-10-01,"Occurrence of symptomatic urinary tract infections (UTIs)|Symptomatic UTIs where antibiotic treatment has been prescribed|Symptomatic UTIs that meet protocol definition and antibiotic treatment has been prescribed|Bacteriuria, urine leucocytes and erythrocytes|Nurse evaluation of catheters ans overall satisfaction|Patient or caregiver's evaluation of catheters and overall satisfaction|Nurse time spent on catheterization procedure|Health economic measures|Adverse events","http://ClinicalTrials.gov/show/NCT00318591",NA
"76351",76351,"NCT00371891","Ontario Multidetector Computed Tomographic (MDCT) Coronary Angiography Study (OMCAS)","Completed","No Results Available","Coronary Arteriosclerosis|Cardiomyopathies|Heart Defects, Congenital|Heart Valve Diseases","Procedure: Multidetector Computed Tomography Coronary Angiography","St. Joseph's Healthcare Hamilton","Both","Adult|Senior","Phase IV",168,"Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Diagnostic","HTA007-0603-01","September 1, 2006","01/09/2006",2009-06-01,"November 24, 2010","01/11/2010","",2009-06-01,"Sensitivity and specificity of MDCTCA as compared to CICA|Descriptive statistics (rates and proportions) will be calculated for the number of \avoidable\"" diagnostic cardiac catheterizations.|The accuracy of MDCTCA to CICA will be compared in categorizing patients inot single","http://ClinicalTrials.gov/show/NCT00371891",NA
"76352",76352,"NCT00289991","Voriconazole Versus Itraconazole In Primary Prophylaxis Of Invasive Fungal Infection (IFI) In Subjects With Allogeneic Hematopoietic Stem Cell Transplants (HSCT)","Completed","Has Results","Antifungal Prophylaxis of Invasive Fungal Infections","Drug: Itraconazole|Drug: Vfend - voriconazole","Pfizer","Both","Child|Adult|Senior","Phase III",489,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","A1501073","February 9, 2006","01/03/2006",2009-02-01,"March 26, 2010","01/03/2010","IMPROVIT",2009-02-01,"Success at Day 180: Percent of Responders (Randomization Strata)|Success at Day 100: Percent of Responders (Randomization Strata)|Time to Breakthrough Invasive Fungal Infection (IFI)|Percent of Subjects With Occurrence of Breakthrough IFI|Survival: Percent of Subjects Who Died at or Before Day 180|Time to Discontinuation of Study Treatment|Survival: Percent of Subjects Who Died Within 1 Year|Duration of Treatment|Percent of Subjects With Use of Other Systemic Antifungal Agents as Empirical or Therapeutic Treatment","http://ClinicalTrials.gov/show/NCT00289991",NA
"76386",76386,"NCT00418691","Effects of Methylphenidate Versus Sustained Release Methylphenidate on Cognitive Functioning","Completed","No Results Available","Brain Tumor","Drug: IR Methylphenidate|Drug: Modafinil|Drug: SR Methylphenidate","M.D. Anderson Cancer Center","Both","Adult|Senior","Phase III",34,"Other","Interventional","Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2003-0925","January 3, 2007","01/02/2004",2009-11-01,"December 28, 2009","01/12/2009","",2009-11-01,"Patient Cognitive Test Scores at End of Treatment Period","http://ClinicalTrials.gov/show/NCT00418691",NA
